,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1032,Actr2,Gimap6,Depp1,Fam110a,Stra6,Ccdc60,Ptger1,Pld6,Ifi209,Fam169b,Sptbn5,Cemip2,Ngb,Gpr165,Gipr,Il2rb,Ggt1,Mycl,Kif6,Cyp3a13,Ccdc81,Fam214a,Fam216b,Vit,Apoa2,Pkp2,BC017158,Nudt15,Crabp1,Lrrc36
1033,Mns1,Fcrl1,Hpn,Birc3,Marveld3,Baiap2l1,Ms4a4a,Spi1,Col28a1,Slc36a2,Atp1a3,Tfb2m,Trpc4,Mn1,Ltbp1,Cep112,Rgs22,Hic1,Etnk2,BC017158,Zfp36,Pld6,Pik3ap1,Dnah6,Tcte1,Dmkn,Slit3,Ccdc40,Cd40,Gprc5c
1034,Robo4,Mycbpap,Ngfr,Lrguk,Fank1,Ccdc170,Foxd3,Rasgrf2,Hic1,Slc5a7,Cd55,Hrh3,Mzb1,Casz1,Il1r1,Calml4,Fam222a,Pmp2,Nkx2-9,Fam169b,Il2ra,Ifi205,Irx3,Abcc6,Adgrf2,Tmem88,Mia,Nek11,Pim1,Vit
1035,Rrad,Piezo1,Pou4f1,Ccr6,Fam183b,Adamts6,Stk33,Stk26,Npy,Tmprss5,Ass1,Mppe1,Zfp975,Serpina3g,Lyz1,Casz1,Uhrf1,Kcnj14,Spag16,Spag16,Cfap73,Col16a1,Spx,Trim7,Kcng1,Tgm1,Lilrb4a,Eps8l2,Zbp1,Colgalt2
1036,Togaram2,Cracr2a,Trim7,Myh1,Masp1,Tnfrsf12a,Susd2,Gkn3,Pold1,Col19a1,Cd86,Arc,Crym,Bbox1,Rcvrn,Gpr165,Lrrc71,Casq1,Timeless,Smim18,Cyp1b1,Il9r,Cxcr4,Calca,Rxfp1,Ogn,Sh2d2a,Ribc2,Degs2,Abcc6
1037,Spx,Zap70,Ubxn11,Pear1,Galr3,Nrg1,Slc38a5,Hs3st1,Robo4,Emp2,Abracl,Fabp3,Cldn34c1,Sptbn5,Vegfd,Ccdc96,Th,Paqr5,Ifit2,Sstr3,Ifi205,B3gnt4,P3h2,Slc30a10,Zfp879,Gp1bb,Myof,Vegfd,Ajuba,Dnah6
1038,Cfap54,Ulk4,Ctsw,Fli1,Olfr78,Cfap44,Ighg3,Pkd1l2,Ramp2,Ccdc96,Rubcnl,Hic1,Cstad,Myh2,Oasl1,Def6,Catip,Tac1,Gstt2,Iqcd,Gas2l2,Nmu,Cfap54,Emid1,Fibcd1,Sstr2,Haao,Calcb,Col13a1,Itgb2
1039,Mybpc1,H2-DMb2,Bank1,Foxf1,Ccdc40,Cdca3,Tsnaxip1,Lrrc23,Il1rapl1,Casz1,Prdm5,Pirb,Rcvrn,Mzb1,Cd6,Mzb1,Cldn19,Fcmr,Fam110a,Mia,Kcnmb1,Lrg1,BC017158,Slc38a5,Tctex1d4,Ankrd66,Rasgrp4,Rcvrn,Islr,Fam166b
1040,Paqr5,Gvin1,Dock8,Casq1,Eps8l2,Enkur,Serpina10,Spx,Izumo1r,Gpr165,Sdc1,Myb,Dclre1b,Cracr2a,Cstad,Myh2,Nmbr,Pear1,Gas2l3,Tmem212,Hpn,Hspa12b,Zim1,Piezo2,Frmpd2,Gbp2,Prdm5,Lipt1,Itgb7,Slc38a5
1041,Rasgrp4,Sprr1a,Unc5d,Acot1,Cyp3a13,Pla2g2d,Cfap206,Dlec1,Btg2,Fstl4,Myh11,Grid2ip,Slamf6,Zap70,Atf3,Batf3,Parp16,Def6,Map3k6,Hcrtr1,Adgb,Tnni1,Runx3,Ptpn7,AW146154,Akap14,Cd22,Ulbp1,Slc6a13,Nfkb2
1042,Gper1,Armc2,Foxc1,Col5a3,Rsph1,Cxcl13,Gpr171,Ccdc33,Rrad,Stra6,Tmprss5,Sh2d2a,Impg2,Fos,Star,March11,Ntn4,Ccdc162,Ifi205,Fank1,Ccdc162,Ly6d,Il1r1,Hmgcs2,Slc25a35,Ttc29,Efcc1,Il12rb1,Trim66,Foxm1
1043,Lrrc23,Fam216b,Ninj2,Jph2,Saa1,Cd109,Hsh2d,Rassf9,Plcxd3,Rhbdf2,Dynlrb2,Tnfrsf13c,Colq,Slfn5,Ahr,Tap2,Nme5,Fam149a,Lmod1,Amhr2,Nme9,Cfap61,B3galnt1,Ms4a1,Sp7,Piwil2,Pld5,Insl5,Micall2,Glce
1044,Fam167a,Slc18a3,Mgl2,Wdr49,Fosb,Gtse1,Cbln2,Hcrtr1,Spn,Mzb1,Nr1h3,Col25a1,AW146154,Tbx2,Foxf1,Mob3b,Calr4,Syt5,Il2rb,Acot1,Lrrk1,Gal,Slc32a1,Ccdc151,Capsl,Pcdhb4,Rhoh,Sptssb,Ckm,Itih2
1045,Nanos1,Chat,Obscn,Uts2,Best3,Cmah,Ccl3,Rims2,Gimap9,Sptbn5,Pld5,Sez6,Rxfp1,Uts2,Mgl2,Galnt14,Arhgef33,Rab37,Adam33,Rem1,Pafah1b3,Gja4,Slc36a2,Lrrc9,Pkp2,Tmem121b,Pou2af1,Ppp1r36,Vcan,Sapcd2
1046,Mb,Cfap54,Slc10a4,Ass1,Cep41,Btk,Rab38,Cfap74,Tnfrsf12a,Myh2,Wnk4,Lmx1b,Lpar2,Bok,Slc6a20a,Ung,Fkbp11,Abracl,Rnf112,Drc3,Hes1,Dlec1,Calml4,Cpne4,Dmkn,Efcab6,Ankfn1,Lpar2,Aldh1a2,Hic1
1047,Kif6,Fam131c,Magel2,Traf1,Pde6b,Clec2i,Cyp1b1,Tmc8,Cybb,Hoxa2,Cd5,Col11a1,Smim18,Ass1,Insl5,Foxq1,Nr4a3,Rnf207,Gars,Abcc9,B3gnt4,Pafah1b3,Cep112,Spag8,Mcmdc2,Rd3,Crabp1,Mlf1,Raver2,Efcc1
1048,Casz1,Prrt4,Zfp108,Izumo1r,Car5a,Slc26a10,Ngfr,Map3k9,Timp1,Tnni3,Tcf7l2,Rasgrp4,Sstr3,Kcnn3,Ppp1r36,Cracr2a,Ctsz,Tbx2,Ttn,Egr3,Map6,Foxq1,Rasgrp4,Jchain,Spaar,Cox6a2,Pim1,Ttc16,Iigp1,Cpne4
1049,Rsph4a,Dusp2,Klf4,Sema3e,Cfap70,Igkv5-45,Eps8l1,Cracr2a,Grin2a,Pcdh8,Plekha7,Akain1,Ifng,Gjb1,Ffar1,Pafah1b3,Dnali1,Cfap46,Sema3g,B3gnt4,Serpina10,Tnnt1,Herc6,Nos1,Bspry,Hbb-bt,Cd40,Ucn2,Cfap74,Cfap126
1050,Cacng5,Runx3,Zfp764,Spi1,Mrln,Vit,Rsph9,Casz1,Dnah9,Synpo,Nqo2,Kcnj9,Klhl40,Cxcl9,Myom1,Bcl11a,Gbp9,Kcnn3,Zfp488,Nmu,Ighg3,Cpne6,Zc3h12a,Slco1a4,Ntn4,Ctf1,Degs2,Ak8,Higd1b,Lrrc9
1051,Adam8,Foxp1,Fli1,Dnah11,AW146154,Abcc6,Slc18a3,Ubd,Myb,Drc1,March11,Slc7a1,Bspry,Ly6d,Hes1,Ddx60,Trpc4,Pdyn,Cfap61,Stk36,Clec4a3,Tmem88,Myh2,Btg1,Thbs1,Slc44a5,Zbp1,Nme9,Cd300lf,Tnf
1052,Btg2,Slit3,Sema6c,Ucp2,Myh7,Gprc5c,Slc32a1,Serpine1,Ecel1,Tmem114,Susd2,Gad2,Ttn,Dusp4,Ttc16,Ccser1,Spata33,Eml5,Def6,Gal,H2-Q2,Mlip,Mzb1,Grap2,Myh4,Cfap157,Birc3,Prdm9,Hbb-bs,Ccdc151
1053,Traf1,Col6a2,Kcnj6,Tmem161b,Nr4a3,Stk33,Gjc3,Myl2,Prr16,Slc7a1,Pnma3,Arhgap36,Clec18a,BC017158,Rasgrp2,Oas1a,Efcab12,Otof,Sema6c,Vwa5b1,Ccdc60,Rem1,Lox,Dnaic2,Gp1bb,Ckmt2,Itgb7,Ezr,Il27ra,Chodl
1054,Fcgr4,Lilrb4a,Nos1,Rapgef3,Clec18a,Gkn3,Pafah1b3,Ncaph,Tnnc1,Lama5,Pim1,Fbln2,Ly6g5b,Rasip1,Ggt1,Bmf,Masp1,Fcrl1,Ccr6,Als2cl,Notch3,Abcc9,Rhoh,Vwf,Sstr2,Ifi44,Trim66,Tfap2a,Ing3,Jchain
1055,Ccr6,Kcnj2,Lrrc71,Grik1,Btg2,Rgs1,Tnfrsf18,Kcnk5,Bcl11a,Armc2,Cyp1b1,Sema3g,Myh4,Myo1g,Nme9,Rem1,Cnr2,Shc4,Lrguk,Rasip1,Cfap61,Ifih1,Drc1,Wdr66,Daw1,Myh7,Micall2,Ccdc170,Mppe1,Isg20
1056,Kcnq4,Calml4,Uhrf1,Mylpf,Gtse1,Tmem220,Tnfsf11,Ptch1,Iglc1,Foxd1,Nxph4,Lrrc51,Cd209a,Inhba,Prdm9,Ccdc153,Actn2,Mylpf,Ccdc33,Ccdc33,Fas,Tmem60,Tmem114,Pirb,Cfap45,Mybpc1,Vcan,Dnah5,Fabp3,Ak7
1057,Ifi209,Mfge8,Catip,Entpd3,Tinagl1,Abracl,Anxa1,Kynu,Col6a3,Rsph9,Mob3b,Tspan32,Prdm9,Kcnmb4,Phf11b,Cemip2,Kank3,Gja4,Socs1,Dlec1,Cfap45,Epsti1,Chn2,Myb,Scarf1,Hbb-bs,Slc6a13,Baiap2l1,Pard6a,Vwf
1058,Ccdc114,Dlk2,Parp16,Spef2,Ttc25,Foxd1,Gpr21,Apobec2,Lrrc43,Tesc,Lrrc51,Kcnj6,Hcrtr1,Slc5a7,Pecam1,Rasip1,Gimap3,Timp1,Ifi209,Slc12a7,Spn,Ccdc153,Acss3,Armc2,Agbl2,Amhr2,Kctd16,Ccdc60,Neu4,Grap2
1059,Ccn5,Gpr165,Mob3b,Stat4,Cfap61,Sp110,P3h2,Rad54l,Tcap,Ly6d,Ajuba,Thbs2,Ifi205,Sclt1,Pcolce2,Abcc9,Gpr21,Cracr2a,Nrg1,Tekt1,Aox3,Wdr49,Pim1,Cd55,Slc5a11,Rbm24,Raver2,H2-Q2,Matn4,Dnaic2
1060,Otp,Casz1,Nme5,Obscn,Cenpe,Gas2l2,Nos1ap,Car3,Gad1,Tnfaip6,Psd,Zbp1,Ung,Pear1,Lrrc71,Cfap65,Dhx58,Zap70,Fn1,Mfap3l,Acan,Ltb,Zbp1,Fxyd5,Kcp,Kcng2,Aldh1a2,Kif27,Ccl12,Wdr66
1061,Grasp,Prdm5,Calr4,Ccn2,Kcne2,Adm,Drc7,Vwa3a,Ttll9,Ppp1r18,Ccr6,Kcnip2,Tlr2,Rasgrp4,Ccdc170,Esam,Tmem212,Flrt1,Gimap6,Tap2,Drc3,Dusp4,Itga1,Mybpc1,Akap14,Ucn,Cfap74,Cd109,Amigo2,Bcl2a1b
1062,Trbc1,Bcl2l12,Tnnc1,Magel2,Fbxo47,Kcnmb1,Ccdc40,Col19a1,H2-DMb2,Mustn1,Mlip,Cfap46,Fcgr4,Il2rg,Sypl2,Mcam,Hcrtr1,Kcnmb4,Fam183b,Degs2,Crocc2,Ngfr,Tnfrsf1b,Tmem108,Ttc29,Lmod1,Cd300lf,Ly6a,Cemip,Cd55
1063,Gjd2,Rhoh,Irgm1,Zfp366,Srms,Mecom,Ulk4,Jph2,Wdr54,Mlip,Col28a1,Ajuba,Ralgps2,Rhbdf2,Ccdc60,BC017158,Tek,Bcl11a,Ass1,Vit,Sox17,Depp1,Degs2,Acap1,Lrrc9,AC151602.1,Ing3,Chn2,Mycl,Emid1
1064,Wdr78,Tmem114,Arhgef33,Neurl1b,Cfap57,Grid2ip,Hcrtr1,Kcnn3,Grb10,Zfp488,Aifm3,Cmpk2,Aldh3b2,Arhgap36,H2-Q2,Grasp,Def6,Bok,Tnnt1,Parp14,Ubd,Adgb,Anxa6,Rrm2,Hydin,Pth2r,Zfp366,Clec9a,Tspan32,Syt5
1065,Tmem51,Pim1,Fkbp11,Zfp764,Zic2,Foxm1,Mxd3,Rsph1,Prph,Def6,Micall2,Rras2,Kcne2,Efcc1,Dnah5,Igha,Syt17,Col6a3,Dusp5,Calca,Cybb,Hpn,Acvrl1,Sema4c,Lrrc46,Nmu,Neu4,Crb2,Itk,Mybpc1
1066,Gimap9,Cytip,Cxcl10,Sbspon,Qprt,Dnah10,Vwf,Lrguk,Hrh3,Med7,Abcc9,Rec8,Mindy4b-ps,Gbp5,Rasip1,Mia,Pde4c,Gvin1,Acot1,Ajuba,Obscn,Tnfrsf18,Ifit1,Tesc,Asb14,Rassf9,Pard6a,Clec2i,Cfap44,Lrrc23
1067,Hist1h1b,Nos1,Efcab12,Fcrl1,Cpa6,Zgpat,Mppe1,Pnma3,Lrrk2,Abcc9,Gvin1,Slc6a13,Nhlh1,Rnd3,Nmbr,Tbx2,Hrk,Ccser1,Grin2c,Rnf2,Tmem121b,Dnah11,Hoxd11,Pipox,Stoml3,Msrb3,Matn4,Slc26a10,Myo1g,Fam167a
1068,Bgn,Pold1,AA467197,Caprin2,Slc26a7,Tnf,Lyz1,Notch3,Mapk15,Socs1,Ly6h,Cfap69,Fam178b,Olfml2a,Dock8,Sema4c,Socs1,Kcnj9,Rad9b,Aga,Cmah,Ccdc39,Ajuba,Nanos1,Efcab6,Nr1h3,Ccl12,Cth,Inhba,Nanos1
1069,Tnni2,Myb,Spata33,Shc4,Kif9,Daw1,Calcb,Sdsl,Baz1a,Slc2a1,Slc12a7,Trim7,Itgb1bp2,Chat,Neu4,Lilrb4a,Kif9,Synpo,Sv2b,Cnn2,Rsph9,Cbfa2t3,Col13a1,Prom1,Alpk3,Slc26a3,Amigo2,Stk33,Sclt1,Gin1
1070,Eno4,Ajuba,Sp100,Ttc28,Cdc6,Tes,Cd6,Pou4f1,BC017158,Mndal,Peak1,Btla,Odf3,Zc3hav1,Crocc2,Iglc3,Adamts6,Entpd3,Sema3e,Ttll9,BC017158,Ccdc65,Cavin1,Fas,Cfap299,Shox2,Il4i1,Zbbx,Pear1,Ddit4l
1071,Peak1,Gjb2,Fcrla,Hvcn1,Ccn4,Ccl2,Wdr66,Zfp623,Rab3c,Tac1,Pkd2l1,Crb2,Alox12b,S100a4,Pla2g2d,Ttc12,Celsr1,Calca,Izumo1r,Depdc1b,Dock8,Lhfpl2,Ung,Etnk2,Vwa3a,Ttc34,Cemip,Foxd3,Ccdc162,Rassf9
1072,Arhgap36,Ly6d,Rcsd1,Olig1,Iqcd,Serpine1,Tnnc1,Zmynd10,Tagap,Iglc3,Apcdd1,Cracr2a,Trbv12-2,Iglc3,Cd109,Fam241b,Enkur,Lrrk2,Emp2,Wdr49,Lgals3,Mgl2,Dnal1,Rassf9,Car3,Perp,Mycl,Gkn3,Ifit2,Kif6
1073,Lrrc43,Itga1,Ccl3,Arhgap36,Def6,Myl2,Pgbd5,Nkx2-2,Lilrb4a,Kctd16,Igha,Rhbdf2,Aurka,Kcnn4,Cxcl13,Traf1,Trh,Slc7a1,Ap3b2,Vcan,Dnah12,Obscn,Ly6d,Mapk15,Ccdc40,Ankrd34c,Tspan32,Fam222a,Abracl,Fas
1074,H2-DMb2,Nkain1,Crispld2,Th,Akap14,Adh1,Cep112,Ltbp1,Kcnd3,Gnai3,Them6,Zap70,Chtf18,Ets1,Kcnj14,Ccl19,Vwa5b1,Syt6,Spef2,Trbv16,Kynu,Ninj2,Trim66,Coq8b,Nudt15,Cfap70,Itk,Rgs1,Icosl,Dynlrb2
1075,Wdr54,Col1a2,Cyp3a13,Emp2,Cnksr1,Ncaph,Chia1,Rsph10b,Bcl11b,Ttc21a,Calca,Myoc,Sypl2,Rapgef5,Gucy1a1,Ttc21a,Susd5,Bank1,Hba-a2,Fgd5,Cfap299,Stat4,Micall2,Tmem51,Ckmt2,Tnfaip8l3,Cfap44,Tmem220,Ebf2,Etnk2
1076,Ttc21a,Pafah1b3,Chst3,Zap70,Rxfp3,Ubd,Adh1,Ctsw,Ccn1,Rsad2,Trim7,Fam222a,Nmu,Blk,Calr4,Nr4a1,Rsph1,Nrg1,Jph2,Il2rb,Rnf213,Slc10a4,Slc6a13,Unc5cl,Rcvrn,Grb7,Myo1g,Rab38,Otof,Msrb3
1077,Sprr1a,Iigp1,Il12rb1,Irf8,Has1,Kcnk5,Kcnk5,Tnfrsf18,Tuba1c,Ncmap,Kcnj2,Irx3,Trpv6,Ptprcap,Gtse1,Rnf2,Sctr,Dusp4,Wdr49,Anxa11,Efhc1,Grasp,Cyp1b1,Tm4sf1,Ifit1,Cox8b,Inhba,Ccdc81,Tnnc2,Timeless
1078,Amigo2,Eln,Hcrtr1,Tap2,Cbfa2t3,Pik3r3,Ccl2,Sctr,Ccl5,Tlr2,Ifih1,Lhfpl2,Slc30a2,Calca,Clec9a,Tmem161b,Lrrc36,Odf3b,Hist1h1b,Eng,Magel2,Cfap43,Aldh1a2,Il12rb1,Myh7,Dsp,Sclt1,Kcnmb1,Wnk4,Cacnb3
1079,Kcnn4,Grasp,Cxcl16,Frmd4a,Klhl35,Cfap299,Zfp366,Lrrc36,Prom1,Rrad,Isg15,Olfml2a,Dmrt2,Pou4f1,Cmah,Ankfn1,Tekt1,Lilrb4a,Gimap9,Dnah11,Igkv5-45,Magel2,Raver2,Bcl11b,Wdr66,Hba-a1,Ccdc162,Adm,Eml5,Rsph4a
1080,Slc18a3,Unc5cl,Syt17,Col6a3,Prom1,Apobec2,Bcl2a1b,Otp,Eml5,Tnni2,Cfap74,Ccdc153,Tdrd12,She,Tmie,Cybb,Sh3bp2,Ptpn7,Pcdh8,Cpne4,Tnnt1,Myom1,Pafah1b3,Nrg1,Tll1,Adam33,Abracl,Smim38,Grik1,Cacng5
1081,Fam216b,Tmem51,Gabrg2,Pcdh8,Cdca3,Vwa3a,Ffar1,Sdc1,Wnk4,Zc3h12a,Il2rb,Gimap1,Nrk,Il1rapl1,Nr4a3,Npas1,Isyna1,Serinc5,Pdgfrb,Iglc1,Armc2,Lgals3,Ddx60,Cacng5,Sorbs3,Samd11,Ano1,Slc4a9,Mylpf,Ttn
1082,Fam131c,Higd1b,Clec14a,Zic2,Ildr1,Car3,Gpr165,Cldn14,Otof,Lrrc10b,Izumo1r,Cytip,Wfdc8,Anxa11,Fkbp11,Degs2,Pdgfrb,Cd2,Tnfrsf18,Rassf10,Adam33,Cybb,Tmem88,Rsph4a,Ucn,Star,Bcl2l12,Gas2l2,Arc,Gars
1083,Prrt4,Mndal,Col5a3,Ntn4,Zfp994,Kynu,Dnah12,Dnah6,Rec8,Themis2,Mns1,Serpina3g,Qrfprl,Irx3,Igkv5-45,Zbp1,Dnah6,Ms4a1,Ctsw,Ak7,Calcb,Ggt1,Mlip,Ccl5,Plscr5,Ttn,Icosl,Fam92b,Wdr78,Myh1
1084,Herc6,Kctd6,Btla,Ccser1,Ropn1l,Lrrc74b,Apobec2,Colgalt2,Lhfpl2,Cybb,Zfp488,Slc22a8,Slc6a16,Unc5d,Clec2i,Gipr,Abcc6,Ncf4,Esam,Spx,Tekt1,Rgs22,Tgm1,Ttn,Kcng2,Ntn5,Fgd5,Dnah10,Dao,Fcgr4
1085,Pcolce2,Baz1a,Col19a1,Gli1,Colq,Pi15,Vwa3a,Vit,Tmie,Bcl11a,Gimap9,Ddn,Treml1,Wdr78,Slc26a10,Mb,Vit,Nfkbid,Caprin2,Fam131c,Prune2,Rsph10b,Foxc1,Lrguk,Ccdc146,Usp18,Ebf2,Fbxl8,Flrt1,Lrguk
1086,Zfp623,Iglc3,Traf1,Slc7a1,Calcb,Wdr66,Nmu,Gprc5c,Cep112,Col6a3,Pipox,Atf3,Pla2g4f,Wdfy4,Masp1,Ajuba,Cracr2a,Cd22,Rfx2,Prrt4,Ifit1,Ccl19,Zfp536,Ccr6,Doc2b,Ccdc173,Icam1,Cep68,Piezo1,Ccr6
1087,Tie1,Myof,Fam241b,Nr4a3,Kif27,Prdm11,Vwa5b1,Ramp2,Ass1,Myo7a,Rasl12,Efcc1,Syt8,Il1r1,Arhgap29,Gbp4,Tnni2,Gjc3,Stat4,Cxcr4,Zbbx,Gipr,Hbb-bs,Myh1,Ttc16,Tmem232,Otof,Wdr62,Emp2,Plcg2
1088,Cfap44,Clec14a,Rhbdf2,Gimap8,Sapcd2,Cd55,Rsph1,Hoxc13,Gpr165,Iglc1,Rac2,Grasp,Gfy,Crispld2,AA467197,Cldn14,Fam166b,Cytip,Obscn,Star,Col6a1,Parp16,Abcc9,Ifi209,Pth2r,Espn,Eml5,Chia1,Gvin1,Slc25a35
1089,Gipr,Unc13d,Pik3ap1,Rreb1,Pgpep1l,Tll1,Enkur,Cfap73,Actr2,Rassf10,Gpr37,Khdrbs2,Slc26a7,Piezo2,Spata33,Zfp36,Bok,Wdfy4,H2-DMb1,Socs1,Runx3,Nmbr,Ing3,Btg2,Hcrtr2,Crygn,Wnk4,Ubd,Grm8,Otp
1090,Slc30a10,Ttc21a,Sctr,Armc2,Echdc3,Irx3,Pi15,Apoc4,Slc5a7,Mb,Tmc8,Itga1,Cpa6,Tmc8,Amigo2,Steap2,Slc38a5,Pirb,Mycbpap,Slc10a4,Osbp2,Fxyd5,Neurl3,Otp,AC151602.1,Col28a1,Grik1,Ccl2,Pcdh8,Fam183b
1091,Acvrl1,Mns1,Tmem161b,Plcg2,Myo18b,Cldn14,Tnfaip6,Kmo,Trpv4,Epsti1,Sbspon,Fxyd6,Ltf,Arid3b,Cth,Rcsd1,Pih1d2,Rapgef5,Ppp1r18,Obscn,Mfge8,Zbp1,Ahnak2,Ahr,Depp1,Map3k6,Arc,Myl2,Synpo,Foxf1
1092,Star,Il1rapl1,Fam222a,Cfap65,Ccdc121,Hist1h1c,Mafa,Adgrl4,Myh2,Ccdc153,Ttll9,Peak1,Cracr2a,Cfap74,Gkn3,Sertad4,Foxm1,Pim1,Hap1,Tuba1c,Cd69,Srpk3,Btg1,Art3,Gabre,Nmur2,Fam214a,Cfap299,Atp2a1,Acot1
1093,Ccdc96,Crb2,Mtus2,Tm4sf1,Tmprss2,Mybpc1,Th,Mgl2,Sptbn5,Col11a2,H2-DMb2,Fcrl1,Gemin4,Iglc1,Rgs1,Spib,Glce,Sv2b,Ccdc153,Rnf207,Rgs22,Star,Sphkap,Gjb2,Slc26a3,Depdc1b,Flrt1,Dnah12,Peak1,Itpr3
1094,Fstl4,Rnf2,Colgalt2,Flt1,Klhl10,Adam8,Nrg1,Obscn,Slc24a4,Slit3,Ddn,Hspa2,Urah,Hspb6,Foxq1,Adam8,Sapcd2,Gnai3,Kcnj3,Magel2,Tm4sf1,Fkbp11,Myof,Sema3e,Ccdc116,Srd5a2,Dao,Lrrc74b,Slc7a1,Lcp2
1095,Gpr165,Rhbdf2,Gprc5c,Dusp2,Zfp951,Cdhr3,Prkar1b,Sgms1,Drc1,Dusp4,Dpt,Eln,Cdkn2a,Synpo,Sp110,Slc4a10,Hmgcs2,Rrm2,H2-DMb2,Ing3,Pkd1l2,Itgb7,Iglc3,Pcolce2,Shox2,Grm2,Emp2,Vwa3a,Armc2,Nrg1
1096,Mn1,Spn,Pcolce2,Fcrla,Ttll6,Rnf125,Arc,Fam171a2,Spef2,Lcp2,Otud7a,Rnf207,Mroh8,Igsf11,Ccdc81,Parp14,Wdr54,Tcap,Notch3,Wdr66,Adamts15,Ptpn6,Twist1,Gjd2,Kif9,Ccdc121,Gvin1,Kynu,Odf3b,Izumo1r
1097,Rras2,Togaram2,Vwc2,Stk26,Tcf15,Hoxc13,Ina,Dusp4,Egr3,Lilrb4a,Mapk12,Cfap44,Trim55,Star,Cyp3a13,Cfap74,Arhgdib,Islr,Il1r1,Slco1a4,Ffar1,Il2rg,Tagln,Olfml2a,Tfap2a,Sp7,Peak1,Apobec2,Plau,Sema3e
1098,Mzb1,Ccl12,Glis3,Dusp4,Gper1,Apoc4,Etnk2,Spag6l,Pgbd5,Sh2d2a,Timp1,March11,Cnksr1,Tmem125,Tek,Ccn1,Ccdc151,Tie1,Ifi47,Armc2,Paqr5,Gstt2,Ttc12,Gimap9,Sypl2,Cfap206,Slc7a1,Ropn1l,Tesc,Gjd2
1099,Myh2,Arid3b,Pih1d2,BC017158,Pabpc1l,Ankle1,Ass1,Spata17,Kcnc2,Gas2l3,Cdkl1,Kcnmb4,Slpi,Il27ra,Gas2l2,Cd300lf,Cfap126,Glis3,Lrrk2,Slc36a2,Ift74,Gbp9,Neu4,Gbp5,Ccdc60,Tcf15,Armc2,Efcab7,Cmpk2,Gimap9
1100,Daxx,Fgd5,Herc6,Calca,Nhlh1,Kmo,Eno4,Cfap43,Rgs9,Igtp,Gli1,Islr,Adamts6,Ccnd3,Smim38,Kcnj14,Lrrc9,Opcml,Erbb3,Cldn19,Jph2,Adam8,Il1rapl1,Eno4,Tnfaip8l3,Tsnaxip1,Odf3b,Tll1,Pipox,Kcnc2
1101,Tmem114,Kcnn4,Stk36,Kcnj2,Pecam1,Nnat,Nme5,Magel2,Akain1,Map3k6,Rrm2,Stk36,Pard6a,Ddn,Hist1h1b,Il27ra,Cpne4,Bcl2l12,Atf3,Itga4,Rnf112,Fam110a,Ttc21a,Grid2ip,Ankrd34c,Ccdc65,Pipox,Def6,Dlk2,Neurl1b
1102,Drc1,She,Themis2,Sh2d2a,Tie1,Drd2,Cxcl13,Mia,Pcdh8,Spib,Cldn14,Gabrg2,H2-M3,Dnah9,Fam216b,Ing3,Chodl,Btg2,Dusp4,Ggt1,Kmo,Itgb4,Mns1,Tap1,Ccn1,Slc5a11,Cmpk2,Hoxc13,Med7,Eno4
1103,Pim1,Itk,Foxm1,Calml4,Slc26a10,Lrrc45,Kif27,Iglc2,Lef1,Ret,Gbp4,Sigirr,Gfra3,H2-Eb2,Tnni3,Lef1,Tes,Micall2,Lmnb1,Mybpc1,Ccdc146,Tril,Matn4,Mycbpap,Peak1,Dnah1,Tesc,Rnf125,Cxcl9,Rfx2
1104,Ppp1r18,Tspan32,Itih2,Slc36a2,Mef2b,Rassf9,Crocc2,Pih1d2,Synpo2,Rec8,H2-Eb2,Ano1,Camp,T2,Gpr21,Tmie,Isg20,Aldh1a2,Lrrc71,Ccdc96,Cdhr3,Fcrla,Hic1,Lrrc43,Hba-a1,Cfap45,Dlk2,Doc2b,Btg2,Lrrc43
1105,Spib,Star,Glce,Pipox,Higd1b,Slc7a1,Pla2g2d,Cyp1b1,Peak1,Arid3b,Carmil3,Itgb7,Hp,Cebpd,Dnah10,Gimap1,Jchain,Gjb2,Dock2,Lrrc71,Sclt1,Stk26,Rnf2,Sbspon,Enkur,Scarf1,Col15a1,Cdhr3,Sell,Mycbpap
1106,Galnt14,Gstt2,Masp1,Bank1,BC030867,Dynlrb2,Kcnip2,Rgs22,Slc6a13,Cd22,Ano1,Ripor2,Dlgap5,Lrg1,Nqo2,Fcmr,Ak7,Iigp1,Gli1,Th,Lrp2,Ccn1,Grm5,H2-DMb2,Ninj2,Agbl2,Fos,Ccdc146,Gjb2,Mecom
1107,Itgb7,Masp1,Lrrc9,Cyp3a13,Gp1bb,Iglc2,Kmo,Foxm1,Foxd1,Pecam1,Slc32a1,Gldn,Clec2i,Tesc,Fam131c,Atp13a5,Spag8,Bach2,Gldn,Rab37,Ttc16,Kcnj14,Amigo2,Ttll9,Gli1,Tmie,Med7,Cfap73,Hes1,H2-DMb2
1108,Zfp536,Rnf122,Chodl,Gimap1,Slc5a11,Dlk1,Prkd2,Rasgrp4,Arhgap36,Slco1a4,Cxcr4,Il9r,Calb1,Gja4,Hcrtr1,B3galnt1,Emid1,Pold1,Spx,Ets1,Mlf1,Parp14,Robo4,March11,Samd11,Robo4,Cxcl9,Socs1,Kcnq4,Ttll9
